Local,Preço,Área,Quartos,Banheiros,Vagas,Link
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 45.000/mêsCond. R$ 5.000 • IPTU R$ 1.200,Tamanho do imóvel 263 m²,Quantidade de quartos 4,Quantidade de banheiros 4,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-ipanema-rio-de-janeiro-263m2-id-2788081760/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 30.000/mêsCond. R$ 4.300 • IPTU R$ 3.710,Tamanho do imóvel 264 m²,Quantidade de quartos 3,Quantidade de banheiros 5,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-ipanema-rio-de-janeiro-264m2-id-2824077825/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 40.000/mêsCond. R$ 9.850 • IPTU R$ 4.591,Tamanho do imóvel 350 m²,Quantidade de quartos 3,Quantidade de banheiros 4-5,Quantidade de vagas de garagem 3-4,
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 25.000/mêsCond. R$ 6.350 • IPTU R$ 1.530,Tamanho do imóvel 370 m²,Quantidade de quartos 4,Quantidade de banheiros 4,Quantidade de vagas de garagem 4,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-mobiliado-barra-da-tijuca-rio-de-janeiro-370m2-id-2823195133/?source=ranking%2Crp
"Apartamento para alugar em Andaraí, Rio de Janeiro",R$ 1.600/mêsCond. R$ 750,Tamanho do imóvel 62 m²,Quantidade de quartos 2,Quantidade de banheiros 2,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-andarai-zona-norte-rio-de-janeiro-rj-62m2-id-2826670421/?source=ranking%2Crp
"Apartamento para alugar em Leblon, Rio de Janeiro",R$ 18.000/mêsCond. R$ 1.800 • IPTU R$ 565,Tamanho do imóvel 100 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-leblon-zona-sul-rio-de-janeiro-rj-100m2-id-2777120028/?source=ranking%2Crp
"Apartamento para alugar em Leblon, Rio de Janeiro",R$ 9.900/mêsCond. R$ 1.687 • IPTU R$ 679,Tamanho do imóvel 150 m²,Quantidade de quartos 4,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-elevador-leblon-zona-sul-rio-de-janeiro-rj-150m2-id-2823574429/?source=ranking%2Crp
"Cobertura para alugar em Freguesia (Jacarepaguá), Rio de Janeiro",R$ 4.700/mêsCond. R$ 2.276 • IPTU R$ 547,Tamanho do imóvel 189 m²,Quantidade de quartos 4,Quantidade de banheiros 4,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/venda-cobertura-4-quartos-com-piscina-freguesia-jacarepagua-rio-de-janeiro-189m2-id-2803146930/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 12.700/mêsCond. R$ 3.000 • IPTU R$ 773,Tamanho do imóvel 130 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-mobiliado-ipanema-rio-de-janeiro-130m2-id-2609987490/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 25.000/mêsCond. R$ 5.224 • IPTU R$ 1.000,Tamanho do imóvel 100 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-ipanema-rio-de-janeiro-100m2-id-2745247133/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 12.900/mêsCond. R$ 5.580 • IPTU R$ 1.313Preço abaixo do mercado,Tamanho do imóvel 195 m²,Quantidade de quartos 4,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,
"Cobertura para alugar em Méier, Rio de Janeiro",R$ 3.250/mêsCond. R$ 1.941 • IPTU R$ 526Preço abaixo do mercado,Tamanho do imóvel 217 m²,Quantidade de quartos 3,Quantidade de banheiros 4,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/aluguel-cobertura-3-quartos-com-piscina-meier-rio-de-janeiro-217m2-id-2816923922/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 14.000/mêsCond. R$ 3.000 • IPTU R$ 860,Tamanho do imóvel 149 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-mobiliado-ipanema-rio-de-janeiro-149m2-id-2811247093/?source=ranking%2Crp
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 12.000/mêsCond. R$ 3.468 • IPTU R$ 1.294,Tamanho do imóvel 198 m²,Quantidade de quartos 3,Quantidade de banheiros 4,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-elevador-copacabana-rio-de-janeiro-198m2-id-2813427622/?source=ranking%2Crp
"Apartamento para alugar em Leblon, Rio de Janeiro",R$ 20.000/mêsCond. R$ 950 • IPTU R$ 3.341,Tamanho do imóvel 80 m²,Quantidade de quartos 2,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-leblon-rio-de-janeiro-80m2-id-2467609577/?source=ranking%2Crp
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 22.000/mêsIPTU R$ 870,Tamanho do imóvel 131 m²,Quantidade de quartos 4,Quantidade de banheiros 6,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-mobiliado-copacabana-rio-de-janeiro-131m2-id-2818214822/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 15.000/mêsCond. R$ 3.427 • IPTU R$ 1.899,Tamanho do imóvel 250 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-mobiliado-ipanema-rio-de-janeiro-250m2-id-2821990238/?source=ranking%2Crp
"Cobertura para alugar em Barra da Tijuca, Rio de Janeiro",R$ 40.000/mêsCond. R$ 7.182 • IPTU R$ 1.782,Tamanho do imóvel 300 m²,Quantidade de quartos 3,Quantidade de banheiros 4,Quantidade de vagas de garagem 4,https://www.zapimoveis.com.br/imovel/aluguel-cobertura-3-quartos-mobiliado-barra-da-tijuca-rio-de-janeiro-300m2-id-2816901914/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 14.000/mêsCond. R$ 1.800 • IPTU R$ 200,Tamanho do imóvel 55 m²,Quantidade de quartos 1,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-barra-da-tijuca-rio-de-janeiro-55m2-id-2712673093/?source=ranking%2Crp
"Apartamento para alugar em Lagoa, Rio de Janeiro",R$ 8.500/mêsCond. R$ 2.322 • IPTU R$ 719,Tamanho do imóvel 98 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-lagoa-rio-de-janeiro-98m2-id-2814465566/?source=ranking%2Crp
"Apartamento para alugar em Lagoa, Rio de Janeiro",R$ 16.000/mêsCond. R$ 3.300 • IPTU R$ 1.230,Tamanho do imóvel 170 m²,Quantidade de quartos 3-4,Quantidade de banheiros 2-4,Quantidade de vagas de garagem 3,
"Apartamento para alugar em São Conrado, Rio de Janeiro",R$ 9.500/mêsIPTU R$ 792,Tamanho do imóvel 10 m²,Quantidade de quartos 1,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-sao-conrado-rio-de-janeiro-10m2-id-2823615423/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 13.500/mêsCond. R$ 3.000 • IPTU R$ 637,Tamanho do imóvel 170 m²,Quantidade de quartos 4,Quantidade de banheiros 3,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-piscina-barra-da-tijuca-rio-de-janeiro-170m2-id-2803616818/?source=ranking%2Crp
"Apartamento para alugar em Leblon, Rio de Janeiro",R$ 18.000/mêsCond. R$ 6.050 • IPTU R$ 2.080,Tamanho do imóvel 300 m²,Quantidade de quartos 4,Quantidade de banheiros 4,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-churrasqueira-leblon-rio-de-janeiro-300m2-id-2679876797/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 5.250/mêsCond. R$ 1.535 • IPTU R$ 401,Tamanho do imóvel 133 m²,Quantidade de quartos 3,Quantidade de banheiros 1,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-recreio-dos-bandeirantes-rio-de-janeiro-133m2-id-2769721331/?source=ranking%2Crp
"Cobertura para alugar em Flamengo, Rio de Janeiro",R$ 15.000/mêsCond. R$ 2.000,Tamanho do imóvel 280 m²,Quantidade de quartos 4,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-cobertura-4-quartos-flamengo-rio-de-janeiro-280m2-id-2826911047/?source=ranking%2Crp
"Apartamento para alugar em Leblon, Rio de Janeiro",R$ 9.000/mêsCond. R$ 3.700 • IPTU R$ 690,Tamanho do imóvel 103 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-lavanderia-coletiva-leblon-rio-de-janeiro-103m2-id-2808385830/?source=ranking%2Crp
"Duplex para alugar em Gávea, Rio de Janeiro",R$ 12.000/mêsCond. R$ 5.500 • IPTU R$ 1.100,Tamanho do imóvel 300 m²,Quantidade de quartos 3,Quantidade de banheiros 5,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-salao-de-jogos-gavea-rio-de-janeiro-300m2-id-2825226633/?source=ranking%2Crp
"Cobertura para alugar em Barra da Tijuca, Rio de Janeiro",R$ 18.000/mêsCond. R$ 1.800 • IPTU R$ 2.141,Tamanho do imóvel 481 m²,Quantidade de quartos 5,Quantidade de banheiros 6,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/aluguel-cobertura-5-quartos-mobiliado-barra-da-tijuca-rio-de-janeiro-481m2-id-2612048819/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 16.000/mêsCond. R$ 3.600 • IPTU R$ 980Preço abaixo do mercado,Tamanho do imóvel 262 m²,Quantidade de quartos 3,Quantidade de banheiros 5,Quantidade de vagas de garagem 6,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-barra-da-tijuca-rio-de-janeiro-262m2-id-2633733114/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 10.900/mêsCond. R$ 3.036 • IPTU R$ 686,Tamanho do imóvel 160 m²,Quantidade de quartos 3,Quantidade de banheiros 4,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-mobiliado-barra-da-tijuca-rio-de-janeiro-160m2-id-2819848014/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 12.000/mêsCond. R$ 3.000 • IPTU R$ 655,Tamanho do imóvel 157 m²,Quantidade de quartos 4,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-barra-da-tijuca-rio-de-janeiro-157m2-id-2826293528/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 13.000/mêsCond. R$ 2.300 • IPTU R$ 750Preço abaixo do mercado,Tamanho do imóvel 130 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 8.000/mêsCond. R$ 1.000 • IPTU R$ 166,Tamanho do imóvel 62 m²,Quantidade de quartos 2,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,
"Apartamento para alugar em Pechincha, Rio de Janeiro",R$ 1.500/mêsCond. R$ 760 • IPTU R$ 113,Tamanho do imóvel 77 m²,Quantidade de quartos 3,Quantidade de banheiros 4,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-armario-de-cozinha-pechincha-zona-oeste-rio-de-janeiro-rj-77m2-id-2746450814/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 7.500/mêsCond. R$ 2.323 • IPTU R$ 552,Tamanho do imóvel 129 m²,Quantidade de quartos 3,Quantidade de banheiros 4,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-129m2-id-2778961975/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 2.900/mêsCond. R$ 1.147 • IPTU R$ 367Preço abaixo do mercado,Tamanho do imóvel 59 m²,Quantidade de quartos 1,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-ar-condicionado-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-59m2-id-2828639615/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 17.000/mêsCond. R$ 6.300 • IPTU R$ 29.700Preço abaixo do mercado,Tamanho do imóvel 200 m²,Quantidade de quartos 3,Quantidade de banheiros 5,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-mobiliado-ipanema-rio-de-janeiro-200m2-id-2823706681/?source=ranking%2Crp
"Apartamento para alugar em Botafogo, Rio de Janeiro",R$ 3.000/mêsCond. R$ 750,Tamanho do imóvel 23 m²,Quantidade de quartos 1,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-botafogo-rio-de-janeiro-23m2-id-2826619894/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 19.000/mêsCond. R$ 4.119 • IPTU R$ 22.333,Tamanho do imóvel 626 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-elevador-barra-da-tijuca-rio-de-janeiro-626m2-id-2810805813/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 15.000/mêsCond. R$ 1.200,Tamanho do imóvel 620 m²,Quantidade de quartos 4,Quantidade de banheiros 5,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-recreio-dos-bandeirantes-rio-de-janeiro-620m2-id-2826062222/?source=ranking%2Crp
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 10.000/mêsCond. R$ 2.500 • IPTU R$ 3.000,Tamanho do imóvel 162 m²,Quantidade de quartos 4,Quantidade de banheiros 6,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-copacabana-rio-de-janeiro-162m2-id-2813047929/?source=ranking%2Crp
"Apartamento para alugar em Leblon, Rio de Janeiro",R$ 14.000/mêsCond. R$ 4.480 • IPTU R$ 678,Tamanho do imóvel 106 m²,Quantidade de quartos 3,Quantidade de banheiros 4,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-leblon-rio-de-janeiro-106m2-id-2821708932/?source=ranking%2Crp
"Cobertura para alugar em Barra da Tijuca, Rio de Janeiro",R$ 29.000/mêsCond. R$ 3.500 • IPTU R$ 8.280,Tamanho do imóvel 250 m²,Quantidade de quartos 3,Quantidade de banheiros 4,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/aluguel-cobertura-3-quartos-mobiliado-barra-da-tijuca-rio-de-janeiro-250m2-id-2805380466/?source=ranking%2Crp
"Cobertura para alugar em Barra da Tijuca, Rio de Janeiro",R$ 25.000/mêsCond. R$ 1.738 • IPTU R$ 4.500Preço abaixo do mercado,Tamanho do imóvel 470 m²,Quantidade de quartos 4,Quantidade de banheiros 7,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/venda-cobertura-4-quartos-com-janelas-de-aluminio-barra-da-tijuca-rio-de-janeiro-470m2-id-2798104762/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 10.900/mêsCond. R$ 3.036 • IPTU R$ 686,Tamanho do imóvel 160 m²,Quantidade de quartos 4,Quantidade de banheiros 4,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-piscina-barra-da-tijuca-rio-de-janeiro-160m2-id-2819952236/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 6.000/mêsCond. R$ 3.165 • IPTU R$ 635,Tamanho do imóvel 130 m²,Quantidade de quartos 4,Quantidade de banheiros 1-5,Quantidade de vagas de garagem 2,
"Apartamento para alugar em Praça Seca, Rio de Janeiro",R$ 1.000/mêsCond. R$ 475Preço abaixo do mercado,Tamanho do imóvel 50 m²,Quantidade de quartos 3,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-praca-seca-rio-de-janeiro-50m2-id-2804797328/?source=ranking%2Crp
"Cobertura para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 20.000/mêsCond. R$ 2.316 • IPTU R$ 2.141,Tamanho do imóvel 400 m²,Quantidade de quartos 3,Quantidade de banheiros 6,Quantidade de vagas de garagem 4,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-armario-embutido-recreio-dos-bandeirantes-rio-de-janeiro-400m2-id-2681708700/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 47.000/mêsCond. R$ 15.500 • IPTU R$ 5.800,Tamanho do imóvel 550 m²,Quantidade de quartos 4,Quantidade de banheiros 5,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-salao-de-festas-ipanema-rio-de-janeiro-550m2-id-2785745994/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 50.000/mêsCond. R$ 7.200 • IPTU R$ 4.000,Tamanho do imóvel 392 m²,Quantidade de quartos 4,Quantidade de banheiros 7,Quantidade de vagas de garagem 4,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-barra-da-tijuca-rio-de-janeiro-392m2-id-2552871919/?source=ranking%2Crp
"Apartamento para alugar em Lagoa, Rio de Janeiro",R$ 10.000/mêsCond. R$ 3.791 • IPTU R$ 1.248Preço abaixo do mercado,Tamanho do imóvel 201 m²,Quantidade de quartos 4,Quantidade de banheiros 3,Quantidade de vagas de garagem 4,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-piscina-lagoa-rio-de-janeiro-201m2-id-2749273125/?source=ranking%2Crp
"Cobertura para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 9.000/mêsCond. R$ 2.000 • IPTU R$ 5.930Preço abaixo do mercado,Tamanho do imóvel 400 m²,Quantidade de quartos 4,Quantidade de banheiros 4,Quantidade de vagas de garagem 2-3,
"Apartamento para alugar em Quintino Bocaiúva, Rio de Janeiro",R$ 1.200/mêsCond. R$ 350,Tamanho do imóvel 65 m²,Quantidade de quartos 2,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-quintino-bocaiuva-rio-de-janeiro-65m2-id-2728543416/?source=ranking%2Crp
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 9.500/mêsCond. R$ 1.304 • IPTU R$ 630,Tamanho do imóvel 60 m²,Quantidade de quartos 2,Quantidade de banheiros 2,NA,
"Apartamento para alugar em Lagoa, Rio de Janeiro",R$ 30.000/mêsCond. R$ 4.600 • IPTU R$ 1.900,Tamanho do imóvel 380 m²,Quantidade de quartos 4,Quantidade de banheiros 6,Quantidade de vagas de garagem 4,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-lagoa-rio-de-janeiro-380m2-id-2554051045/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 3.750/mêsCond. R$ 577 • IPTU R$ 1.543,Tamanho do imóvel 85 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-recreio-dos-bandeirantes-rio-de-janeiro-85m2-id-2757501430/?source=ranking%2Crp
"Apartamento para alugar em Lagoa, Rio de Janeiro",R$ 7.600/mêsCond. R$ 1.915 • IPTU R$ 685,Tamanho do imóvel 92 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-elevador-lagoa-rio-de-janeiro-92m2-id-2773906745/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 15.000/mêsCond. R$ 2.143 • IPTU R$ 7.698,Tamanho do imóvel 80 m²,Quantidade de quartos 1,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-mobiliado-barra-da-tijuca-rio-de-janeiro-80m2-id-2750293411/?source=ranking%2Crp
"Apartamento para alugar em Gávea, Rio de Janeiro",R$ 15.500/mêsCond. R$ 2.450 • IPTU R$ 642,Tamanho do imóvel 180 m²,Quantidade de quartos 4,Quantidade de banheiros 4,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-gavea-rio-de-janeiro-180m2-id-2817821720/?source=ranking%2Crp
"Cobertura para alugar em Ipanema, Rio de Janeiro",R$ 17.000/mêsCond. R$ 3.000 • IPTU R$ 808,Tamanho do imóvel 200 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-cobertura-3-quartos-ipanema-rio-de-janeiro-200m2-id-2561758986/?source=ranking%2Crp
"Apartamento para alugar em Barra Olímpica, Rio de Janeiro",R$ 9.000/mêsCond. R$ 2.850 • IPTU R$ 401,Tamanho do imóvel 150 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-mobiliado-barra-olimpica-rio-de-janeiro-150m2-id-2801749626/?source=ranking%2Crp
"Cobertura para alugar em Barra da Tijuca, Rio de Janeiro",R$ 35.000/mêsCond. R$ 7.785 • IPTU R$ 2.854,Tamanho do imóvel 500 m²,Quantidade de quartos 4,Quantidade de banheiros 6,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-cobertura-4-quartos-mobiliado-barra-da-tijuca-rio-de-janeiro-500m2-id-2820310810/?source=ranking%2Crp
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 23.500/mêsCond. R$ 5.000 • IPTU R$ 3.500,Tamanho do imóvel 350 m²,Quantidade de quartos 3,Quantidade de banheiros 5,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-mobiliado-copacabana-rio-de-janeiro-350m2-id-2813149221/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 3.200/mêsCond. R$ 1.500 • IPTU R$ 237,Tamanho do imóvel 80 m²,Quantidade de quartos 2,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-80m2-id-2823127028/?source=ranking%2Crp
"Apartamento para alugar em Andaraí, Rio de Janeiro",R$ 1.600/mêsCond. R$ 750,Tamanho do imóvel 62 m²,Quantidade de quartos 2,Quantidade de banheiros 2,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-andarai-zona-norte-rio-de-janeiro-rj-62m2-id-2826670421/?source=ranking%2Crp
"Apartamento para alugar em Rio Comprido, Rio de Janeiro",R$ 1.500/mêsCond. R$ 420 • IPTU R$ 110Preço abaixo do mercado,Tamanho do imóvel 50 m²,Quantidade de quartos 2,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-tijuca-zona-norte-rio-de-janeiro-rj-50m2-id-2825239049/?source=ranking%2Crp
"Cobertura para alugar em Barra da Tijuca, Rio de Janeiro",R$ 17.000/mêsCond. R$ 3.300 • IPTU R$ 1.700,Tamanho do imóvel 370 m²,Quantidade de quartos 4,Quantidade de banheiros 3,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/aluguel-cobertura-4-quartos-barra-da-tijuca-rio-de-janeiro-370m2-id-2755563413/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 17.000/mêsCond. R$ 4.600 • IPTU R$ 1.684,Tamanho do imóvel 90-96 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,
"Apartamento para alugar em Leblon, Rio de Janeiro",R$ 14.700/mêsCond. R$ 2.263 • IPTU R$ 980,Tamanho do imóvel 140 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,
"Cobertura para alugar em Botafogo, Rio de Janeiro",R$ 15.000/mêsCond. R$ 2.185 • IPTU R$ 1.980,Tamanho do imóvel 308 m²,Quantidade de quartos 4-5,Quantidade de banheiros 4-10,Quantidade de vagas de garagem 3,
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 40.000/mêsCond. R$ 7.500 • IPTU R$ 3.800,Tamanho do imóvel 390 m²,Quantidade de quartos 4,Quantidade de banheiros 5,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-mobiliado-barra-da-tijuca-rio-de-janeiro-390m2-id-2801487218/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 9.500/mêsCond. R$ 3.200 • IPTU R$ 6.970,Tamanho do imóvel 156 m²,Quantidade de quartos 3,Quantidade de banheiros 4,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-barra-da-tijuca-rio-de-janeiro-156m2-id-2794994127/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 15.000/mêsCond. R$ 4.500 • IPTU R$ 2.300,Tamanho do imóvel 389 m²,Quantidade de quartos 4,Quantidade de banheiros 4,Quantidade de vagas de garagem 2,
